SN,Food（100 g）,Food（100 g）,Fiber， total dietary（单位：g）,Water（单位：g）,Protein（单位：g）,Sugars， total（单位：g）,Carbohydrate， by difference（单位：g）,Energy（单位：kcal）,Total lipid (fat)（单位：g）,Sodium， Na（单位：mg）,Potassium， K（单位：mg）,Zinc， Zn（单位：mg）,Iron， Fe（单位：mg）,Calcium， Ca（单位：mg）,Magnesium， Mg（单位：mg）,Phosphorus， P（单位：mg）,Vitamin D (D2 + D3)（单位：&micro;g）,Vitamin C， total ascorbic acid（单位：mg）,Vitamin B-6（单位：mg）,Vitamin A， RAE（单位：&micro;g）,Vitamin B-12（单位：&micro;g）,Folate， DFE（单位：&micro;g）,Niacin（单位：mg）,Riboflavin（单位：mg）,Thiamin（单位：mg）,Vitamin E (alpha-tocopherol)（单位：mg）,Vitamin K (phylloquinone)（单位：&micro;g）,Vitamin A， IU（单位：IU）,Vitamin D（单位：IU）,Cholesterol（单位：mg）,Fatty acids， total saturated（单位：g）,Fatty acids， total monounsaturated（单位：g）,Fatty acids， total trans（单位：g）,Fatty acids， total polyunsaturated（单位：g）,Caffeine（单位：mg）,URL,Category
1081,Milk， reduced fat， fluid， 2% milkfat， protein fortified， with added vitamin A and vitamin D,牛奶，减少脂肪，液体，2％乳脂，蛋白质强化，添加了维生素A和维生素D,0,87.71,3.95,5.26,5.49,56,1.98,59,182,0.45,0.06,143,16,112,1,1.1,0.051,0,0.43,6,0.101,0.194,0.045,0.04,0.1,5,40,8,1.232,0.572,n/a,0.074,0,http://ndb.nal.usda.gov/ndb/foods/show/74,Dairy and Egg Products
1082,Milk， lowfat， fluid， 1% milkfat， with added vitamin A and vitamin D,牛奶，低脂，流体，1％乳脂，添加了维生素A和维生素D,0,89.92,3.37,5.2,4.99,42,0.97,44,150,0.42,0.03,125,11,95,1.2,0,0.037,58,0.47,5,0.093,0.185,0.02,0.01,0.1,196,48,5,0.633,0.277,n/a,0.035,0,http://ndb.nal.usda.gov/ndb/foods/show/75,Dairy and Egg Products
1083,Milk， lowfat， fluid， 1% milkfat， with added nonfat milk solids， vitamin A and vitamin D,牛奶，低脂，流体，1％乳脂，添加了无脂乳固体，维生素A和维生素D,0,89.81,3.48,n/a,4.97,43,0.97,52,162,0.4,0.05,128,14,100,1,1,0.045,59,0.38,5,0.09,0.173,0.04,n/a,n/a,204,40,4,0.604,0.28,n/a,0.036,n/a,http://ndb.nal.usda.gov/ndb/foods/show/76,Dairy and Egg Products
1084,Milk， lowfat， fluid， 1% milkfat， protein fortified， with added vitamin A and vitamin D,牛奶，低脂，流体，1％乳脂，蛋白质强化，添加了维生素A和维生素D,0,88.74,3.93,n/a,5.52,48,1.17,58,180,0.45,0.06,142,16,111,1,1.2,0.05,61,0.43,6,0.1,0.192,0.045,n/a,n/a,203,40,4,0.728,0.338,n/a,0.043,n/a,http://ndb.nal.usda.gov/ndb/foods/show/77,Dairy and Egg Products
1085,Milk， nonfat， fluid， with added vitamin A and vitamin D (fat free or skim),牛奶，脱脂，液体，添加了维生素A和维生素D（无脂肪或脱脂）,0,90.84,3.37,5.09,4.96,34,0.08,42,156,0.42,0.03,122,11,101,1.2,0,0.037,61,0.5,5,0.094,0.182,0.045,0.01,0,204,47,2,0.056,0.022,n/a,0.003,0,http://ndb.nal.usda.gov/ndb/foods/show/78,Dairy and Egg Products
1086,Milk， nonfat， fluid， with added nonfat milk solids， vitamin A and vitamin D (fat free or skim),牛奶，脱脂，液体，添加了脱脂奶粉，维生素A和维生素D（无脂肪或脱脂）,0,90.38,3.57,5.02,5.02,37,0.25,53,171,0.41,0.05,129,15,104,1.2,1,0.046,64,0.39,5,0.091,0.175,0.041,0.01,0,214,49,2,0.162,0.065,n/a,0.009,0,http://ndb.nal.usda.gov/ndb/foods/show/79,Dairy and Egg Products
1087,Milk， nonfat， fluid， protein fortified， with added vitamin A and vitamin D (fat free and skim),牛奶，脱脂，液体，蛋白质强化，添加了维生素A和维生素D（无脂肪和脱脂）,0,89.36,3.96,n/a,5.56,41,0.25,59,182,0.45,0.06,143,16,112,1,1.1,0.05,61,0.43,6,0.101,0.194,0.045,n/a,n/a,203,40,2,0.162,0.065,n/a,0.009,n/a,http://ndb.nal.usda.gov/ndb/foods/show/80,Dairy and Egg Products
1088,Milk， buttermilk， fluid， cultured， lowfat,牛奶，酪乳，液，培养，低脂,0,90.13,3.31,4.79,4.79,40,0.88,190,151,0.42,0.05,116,11,89,0,1,0.034,14,0.22,5,0.058,0.154,0.034,0.05,0.1,47,1,4,0.548,0.254,n/a,0.033,0,http://ndb.nal.usda.gov/ndb/foods/show/81,Dairy and Egg Products
1089,Milk， low sodium， fluid,牛奶，低钠盐，流体,0,88.2,3.1,4.46,4.46,61,3.46,3,253,0.38,0.05,101,5,86,1.3,0.9,0.034,29,0.36,5,0.043,0.105,0.02,0.08,0.3,105,51,14,2.154,0.999,n/a,0.128,0,http://ndb.nal.usda.gov/ndb/foods/show/82,Dairy and Egg Products
1090,Milk， dry， whole， with added vitamin D,牛奶，干，整个，与添加维生素D,0,2.47,26.32,38.42,38.42,496,26.71,371,1330,3.34,0.47,912,85,776,10.5,8.6,0.302,258,3.25,37,0.646,1.205,0.283,0.58,2.2,934,420,97,16.742,7.924,n/a,0.665,0,http://ndb.nal.usda.gov/ndb/foods/show/83,Dairy and Egg Products
1091,Milk， dry， nonfat， regular， without added vitamin A and vitamin D,牛奶，干，脱脂，定期，不添加维生素A和维生素D,0,3.16,36.16,51.98,51.98,362,0.77,535,1794,4.08,0.32,1257,110,968,0,6.8,0.361,6,4.03,50,0.951,1.55,0.415,0,0.1,22,0,20,0.499,0.201,n/a,0.03,0,http://ndb.nal.usda.gov/ndb/foods/show/84,Dairy and Egg Products
1092,Milk， dry， nonfat， instant， with added vitamin A and vitamin D,牛奶，干，脱脂，即时，添加了维生素A和维生素D,0,3.96,35.1,52.19,52.19,358,0.72,549,1705,4.41,0.31,1231,117,985,11,5.6,0.345,709,3.99,50,0.891,1.744,0.413,0.01,0,2365,440,18,0.467,0.187,n/a,0.028,0,http://ndb.nal.usda.gov/ndb/foods/show/85,Dairy and Egg Products
1093,Milk， dry， nonfat， calcium reduced,牛奶，干，脱脂，钙减少,0,4.9,35.5,n/a,51.8,354,0.2,2280,680,4.03,0.32,280,60,1011,n/a,6.7,0.298,2,3.98,50,0.665,1.642,0.163,n/a,n/a,8,n/a,2,0.124,0.058,n/a,0.007,n/a,http://ndb.nal.usda.gov/ndb/foods/show/86,Dairy and Egg Products
1094,Milk， buttermilk， dried,乳，酪乳，干燥,0,2.97,34.3,49,49,387,5.78,517,1592,4.02,0.3,1184,110,933,0.5,5.7,0.338,49,3.82,47,0.876,1.579,0.392,0.1,0.4,175,20,69,3.598,1.669,n/a,0.215,0,http://ndb.nal.usda.gov/ndb/foods/show/87,Dairy and Egg Products
1095,Milk， canned， condensed， sweetened,牛奶，罐头，浓缩，加糖,0,27.16,7.91,54.4,54.4,321,8.7,127,371,0.94,0.19,284,26,253,0.2,2.6,0.051,74,0.44,11,0.21,0.416,0.09,0.16,0.6,267,6,34,5.486,2.427,n/a,0.337,0,http://ndb.nal.usda.gov/ndb/foods/show/88,Dairy and Egg Products
1096,Milk， canned， evaporated， with added vitamin D and without added vitamin A,牛奶，罐头，蒸发，添加了维生素D和不添加维生素A,0,74.04,6.81,10.04,10.04,134,7.56,106,303,0.77,0.19,261,24,203,2,1.9,0.05,65,0.16,8,0.194,0.316,0.047,0.14,0.5,233,79,29,4.591,2.335,n/a,0.245,0,http://ndb.nal.usda.gov/ndb/foods/show/89,Dairy and Egg Products
1097,Milk， canned， evaporated， nonfat， with added vitamin A and vitamin D,牛奶，罐头，蒸发，脱脂，添加了维生素A和维生素D,0,79.4,7.55,11.35,11.35,78,0.2,115,332,0.9,0.29,290,27,195,2,1.2,0.055,118,0.24,9,0.174,0.309,0.045,0,0,394,79,4,0.121,0.062,n/a,0.006,0,http://ndb.nal.usda.gov/ndb/foods/show/90,Dairy and Egg Products
1102,Milk， chocolate， fluid， commercial， whole， with added vitamin A and vitamin D,牛奶，巧克力，流体，商业，整体而言，添加了维生素A和维生素D,0.8,82.3,3.17,9.54,10.34,83,3.39,60,167,0.41,0.24,112,13,101,1.3,0.9,0.04,27,0.33,5,0.125,0.162,0.037,0.07,0.3,98,51,12,2.104,0.99,n/a,0.124,1,http://ndb.nal.usda.gov/ndb/foods/show/91,Dairy and Egg Products
1103,Milk， chocolate， fluid， commercial， reduced fat， with added vitamin A and vitamin D,牛奶，巧克力，流体，商业，减少脂肪，添加了维生素A和维生素D,0.7,82.17,2.99,9.55,12.13,76,1.9,66,169,0.39,0.24,109,14,102,1.2,0,0.024,64,0.33,2,0.164,0.183,0.045,0.04,0.2,227,49,8,1.177,0.455,n/a,0.089,1,http://ndb.nal.usda.gov/ndb/foods/show/92,Dairy and Egg Products
1104,Milk， chocolate， fluid， commercial， lowfat， with added vitamin A and vitamin D,牛奶，巧克力，流体，商业，低脂，添加了维生素A和维生素D,0.5,82.34,3.24,9.94,12.6,71,1,61,170,0.41,0.27,116,13,103,1.1,0.9,0.041,58,0.32,5,0.127,0.166,0.038,0.02,0.1,196,43,3,0.616,0.3,n/a,0.035,1,http://ndb.nal.usda.gov/ndb/foods/show/93,Dairy and Egg Products
1105,Milk， chocolate beverage， hot cocoa， homemade,牛奶，巧克力饮料，热可可，自制,1,82.45,3.52,9.66,10.74,77,2.34,44,197,0.63,0.42,114,23,105,1.1,0.2,0.04,51,0.49,5,0.133,0.182,0.039,0.03,0.2,176,45,8,1.431,0.677,0.078,0.084,2,http://ndb.nal.usda.gov/ndb/foods/show/94,Dairy and Egg Products
1106,Milk， goat， fluid， with added vitamin D,牛奶，羊奶，液体，添加了维生素D,0,87.03,3.56,4.45,4.45,69,4.14,50,204,0.3,0.05,134,14,111,1.3,1.3,0.046,57,0.07,1,0.277,0.138,0.048,0.07,0.3,198,51,11,2.667,1.109,n/a,0.149,0,http://ndb.nal.usda.gov/ndb/foods/show/95,Dairy and Egg Products
1107,Milk， human， mature， fluid,牛奶，人，成熟，流体,0,87.5,1.03,6.89,6.89,70,4.38,17,51,0.17,0.03,32,3,14,0.1,5,0.011,61,0.05,5,0.177,0.036,0.014,0.08,0.3,212,3,14,2.009,1.658,n/a,0.497,0,http://ndb.nal.usda.gov/ndb/foods/show/96,Dairy and Egg Products
1108,Milk， indian buffalo， fluid,牛奶，印度野牛，流体,0,83.39,3.75,n/a,5.18,97,6.89,52,178,0.22,0.12,169,31,117,n/a,2.3,0.023,53,0.36,6,0.091,0.135,0.052,n/a,n/a,178,n/a,19,4.597,1.787,n/a,0.146,n/a,http://ndb.nal.usda.gov/ndb/foods/show/97,Dairy and Egg Products
1109,Milk， sheep， fluid,牛奶，羊，流体,0,80.7,5.98,n/a,5.36,108,7,44,137,0.54,0.1,193,18,158,n/a,4.2,0.06,44,0.71,7,0.417,0.355,0.065,n/a,n/a,147,n/a,27,4.603,1.724,n/a,0.308,n/a,http://ndb.nal.usda.gov/ndb/foods/show/98,Dairy and Egg Products
1110,Milk shakes， thick chocolate,奶昔，巧克力厚,0.3,72.2,3.05,20.85,21.15,119,2.7,111,224,0.48,0.31,132,16,126,1,0,0.025,18,0.32,5,0.124,0.222,0.047,0.05,0.2,67,41,11,1.681,0.78,n/a,0.1,2,http://ndb.nal.usda.gov/ndb/foods/show/99,Dairy and Egg Products
1111,Milk shakes， thick vanilla,奶昔，香草厚,0,74.45,3.86,17.75,17.75,112,3.03,95,183,0.39,0.1,146,12,115,1.2,0,0.042,25,0.52,7,0.146,0.195,0.03,0.05,0.2,91,48,12,1.886,0.875,n/a,0.113,0,http://ndb.nal.usda.gov/ndb/foods/show/100,Dairy and Egg Products
1112,Whey， acid， fluid,乳清，酸，液体,0,93.42,0.76,5.12,5.12,24,0.09,48,143,0.43,0.08,103,10,78,n/a,0.1,0.042,2,0.18,2,0.079,0.14,0.042,0,0,7,n/a,1,0.057,0.025,n/a,0.004,0,http://ndb.nal.usda.gov/ndb/foods/show/101,Dairy and Egg Products
1113,Whey， acid， dried,乳清酸，干燥,0,3.51,11.73,73.45,73.45,339,0.54,968,2289,6.31,1.24,2054,199,1349,0,0.9,0.62,17,2.5,33,1.16,2.06,0.622,0,0,59,0,3,0.342,0.149,n/a,0.021,0,http://ndb.nal.usda.gov/ndb/foods/show/102,Dairy and Egg Products
1114,Whey， sweet， fluid,乳清，甜，液体,0,93.12,0.85,5.14,5.14,27,0.36,54,161,0.13,0.06,47,8,46,n/a,0.1,0.031,3,0.28,1,0.074,0.158,0.036,0,0,12,n/a,2,0.23,0.1,n/a,0.011,0,http://ndb.nal.usda.gov/ndb/foods/show/103,Dairy and Egg Products
1115,Whey， sweet， dried,乳清，甜，干,0,3.19,12.93,74.46,74.46,353,1.07,1079,2080,1.97,0.88,796,176,932,0,1.5,0.584,8,2.37,12,1.258,2.208,0.519,0.02,0.1,30,0,6,0.684,0.297,n/a,0.034,0,http://ndb.nal.usda.gov/ndb/foods/show/104,Dairy and Egg Products
1116,Yogurt， plain， whole milk， 8 grams protein per 8 ounce,酸奶，平原，全脂牛奶8克每8盎司蛋白,0,87.9,3.47,4.66,4.66,61,3.25,46,155,0.59,0.05,121,12,95,0.1,0.5,0.032,27,0.37,7,0.075,0.142,0.029,0.06,0.2,99,2,13,2.096,0.893,n/a,0.092,0,http://ndb.nal.usda.gov/ndb/foods/show/105,Dairy and Egg Products
1117,Yogurt， plain， low fat， 12 grams protein per 8 ounce,酸奶，平原，低脂肪，每8盎司12克蛋白质,0,85.07,5.25,7.04,7.04,63,1.55,70,234,0.89,0.08,183,17,144,0,0.8,0.049,14,0.56,11,0.114,0.214,0.044,0.03,0.2,51,1,6,1,0.426,n/a,0.044,0,http://ndb.nal.usda.gov/ndb/foods/show/106,Dairy and Egg Products
1118,Yogurt， plain， skim milk， 13 grams protein per 8 ounce,酸奶，平原，脱脂牛奶，每8盎司蛋白质13克,0,85.23,5.73,7.68,7.68,56,0.18,77,255,0.97,0.09,199,19,157,0,0.9,0.053,2,0.61,12,0.124,0.234,0.048,0,0.2,7,0,2,0.116,0.049,n/a,0.005,0,http://ndb.nal.usda.gov/ndb/foods/show/107,Dairy and Egg Products
1119,Yogurt， vanilla， low fat， 11 grams protein per 8 ounce,酸奶，香草，低脂肪，每8盎司11克蛋白质,0,79,4.93,13.8,13.8,85,1.25,66,219,0.83,0.07,171,16,135,0,0.8,0.045,12,0.53,11,0.107,0.201,0.042,0.02,0.1,43,1,5,0.806,0.343,n/a,0.036,0,http://ndb.nal.usda.gov/ndb/foods/show/108,Dairy and Egg Products
1120,Yogurt， fruit， low fat， 9 grams protein per 8 ounce,酸奶，水果，低脂肪，每8盎司9克蛋白质,0,75.3,3.98,18.64,18.64,99,1.15,53,177,0.67,0.06,138,13,109,0,0.6,0.037,11,0.43,9,0.086,0.162,0.034,0.02,0.1,40,1,5,0.742,0.316,n/a,0.033,0,http://ndb.nal.usda.gov/ndb/foods/show/109,Dairy and Egg Products
1121,Yogurt， fruit， low fat， 10 grams protein per 8 ounce,酸奶，水果，低脂肪，每8盎司蛋白质10克,0,74.48,4.37,19.05,19.05,102,1.08,58,195,0.74,0.07,152,15,119,0,0.7,0.04,10,0.47,9,0.095,0.178,0.037,0.02,0.1,36,1,4,0.697,0.297,n/a,0.031,0,http://ndb.nal.usda.gov/ndb/foods/show/110,Dairy and Egg Products
1122,Yogurt， fruit， low fat， 11 grams protein per 8 ounce,酸奶，水果，低脂肪，每8盎司11克蛋白质,0,74.1,4.86,n/a,18.6,105,1.41,65,216,0.82,0.07,169,16,133,n/a,0.7,0.045,n/a,0.52,10,0.105,0.198,0.041,n/a,n/a,60,n/a,6,0.909,0.387,n/a,0.04,n/a,http://ndb.nal.usda.gov/ndb/foods/show/111,Dairy and Egg Products
1123,Egg， whole， raw， fresh,鸡蛋，全麦，生的，新鲜,0,76.15,12.56,0.37,0.72,143,9.51,142,138,1.29,1.75,56,12,198,2,0,0.17,160,0.89,47,0.075,0.457,0.04,1.05,0.3,540,82,372,3.126,3.658,0.038,1.911,0,http://ndb.nal.usda.gov/ndb/foods/show/112,Dairy and Egg Products
1124,Egg， white， raw， fresh,鸡蛋，白，生，鲜,0,87.57,10.9,0.71,0.73,52,0.17,166,163,0.03,0.08,7,11,15,0,0,0.005,0,0.09,4,0.105,0.439,0.004,0,0,0,0,0,0,0,n/a,0,0,http://ndb.nal.usda.gov/ndb/foods/show/113,Dairy and Egg Products
1125,Egg， yolk， raw， fresh,鸡蛋，蛋黄，生，鲜,0,52.31,15.86,0.56,3.59,322,26.54,48,109,2.3,2.73,129,5,390,5.4,0,0.35,381,1.95,146,0.024,0.528,0.176,2.58,0.7,1442,218,1085,9.551,11.738,n/a,4.204,0,http://ndb.nal.usda.gov/ndb/foods/show/114,Dairy and Egg Products
1126,Egg， yolk， raw， frozen， pasteurized,鸡蛋，蛋黄，生，冻结，巴氏杀菌,0,56.77,15.33,0.17,1.3,299,25.24,71,121,3.17,3.67,133,11,420,5.2,0,0.442,395,1.64,151,0.031,0.563,0.223,2.24,0.7,1330,210,991,7.922,9.775,0.103,4.248,0,http://ndb.nal.usda.gov/ndb/foods/show/115,Dairy and Egg Products
1127,Egg， yolk， raw， frozen， sugared， pasteurized,鸡蛋，蛋黄，生，冻结，加糖，巴氏杀菌,0,51.23,13.87,10.3,10.95,307,22.82,70,105,3.06,3.7,124,10,404,3.1,0,0.398,316,1.64,174,0.037,0.523,0.14,2.25,0.7,1103,123,917,7.11,8.885,0.115,3.856,0,http://ndb.nal.usda.gov/ndb/foods/show/116,Dairy and Egg Products
1128,Egg， whole， cooked， fried,鸡蛋，全麦，烹，炸,0,69.47,13.61,0.4,0.83,196,14.84,207,152,1.39,1.89,62,13,215,2.2,0,0.184,219,0.97,51,0.082,0.495,0.044,1.31,5.6,787,88,401,4.323,6.182,0.041,3.251,0,http://ndb.nal.usda.gov/ndb/foods/show/117,Dairy and Egg Products
1129,Egg， whole， cooked， hard-boiled,鸡蛋，全麦，煮熟，煮,0,74.62,12.58,1.12,1.12,155,10.61,124,126,1.05,1.19,50,10,172,2.2,0,0.121,149,1.11,44,0.064,0.513,0.066,1.03,0.3,520,87,373,3.267,4.077,n/a,1.414,0,http://ndb.nal.usda.gov/ndb/foods/show/118,Dairy and Egg Products
1130,Egg， whole， cooked， omelet,鸡蛋，全麦，煮熟，煎鸡蛋,0,76.13,10.57,0.31,0.64,154,11.66,155,117,1.09,1.48,48,11,167,1.7,0,0.143,172,0.76,39,0.064,0.386,0.034,1.29,4.5,617,69,313,3.319,4.843,0.709,2.712,0,http://ndb.nal.usda.gov/ndb/foods/show/119,Dairy and Egg Products
1131,Egg， whole， cooked， poached,鸡蛋，全麦，煮熟，煮,0,75.85,12.51,0.37,0.71,143,9.47,297,138,1.29,1.75,56,12,197,2,0,0.144,160,0.71,35,0.063,0.387,0.032,1.04,0.3,538,82,370,3.113,3.643,0.038,1.904,0,http://ndb.nal.usda.gov/ndb/foods/show/120,Dairy and Egg Products
1132,Egg， whole， cooked， scrambled,鸡蛋，全麦，煮熟，炒,0,76.4,9.99,1.39,1.61,149,10.98,145,132,1.04,1.31,66,11,165,1.8,0,0.134,161,0.76,36,0.076,0.376,0.04,1.15,4,578,72,277,3.331,4.441,0.624,2.429,0,http://ndb.nal.usda.gov/ndb/foods/show/121,Dairy and Egg Products
1133,Egg， whole， dried,鸡蛋，全麦，干,0,3.67,48.37,0.3,1.53,605,43.04,480,540,3.15,4.33,236,34,629,3.1,0,0.494,150,3.39,119,0.34,1.977,0.183,2.17,1.2,500,125,1630,13.516,17.073,0.156,6.856,0,http://ndb.nal.usda.gov/ndb/foods/show/122,Dairy and Egg Products
1134,Egg， whole， dried， stabilized， glucose reduced,鸡蛋，全麦，干，稳定，降低血糖,0,1.87,48.17,n/a,2.38,615,43.95,548,515,5.71,8.28,222,49,715,n/a,0,0.42,616,10.51,193,0.259,1.232,0.325,n/a,n/a,2050,n/a,2017,13.198,17.564,n/a,5.713,n/a,http://ndb.nal.usda.gov/ndb/foods/show/123,Dairy and Egg Products
1135,Egg， white， dried， flakes， stabilized， glucose reduced,鸡蛋，白，干燥，片状，稳定，降低血糖,0,14.62,76.92,0,4.17,351,0.04,1156,1042,0.15,0.23,83,67,83,0,0,0.023,0,0.49,89,0.675,2.162,0.035,0,0,0,0,0,0,0,n/a,0,0,http://ndb.nal.usda.gov/ndb/foods/show/124,Dairy and Egg Products
1136,Egg， white， dried， powder， stabilized， glucose reduced,鸡蛋，白，干，粉，稳定，降低血糖,0,8.54,82.4,0,4.47,376,0.04,1238,1116,0.16,0.24,89,72,89,0,0,0.024,0,0.53,96,0.723,2.316,0.037,0,0,0,0,0,0,0,n/a,0,0,http://ndb.nal.usda.gov/ndb/foods/show/125,Dairy and Egg Products
1137,Egg， yolk， dried,鸡蛋，蛋黄，干,0,2.73,33.73,0.07,2.1,679,58.13,163,264,7.73,9.5,307,26,1040,11.4,0,0.842,785,6.02,209,0.083,1.257,0.387,4.81,1.5,2721,458,2307,18.116,23.679,0.229,8.766,0,http://ndb.nal.usda.gov/ndb/foods/show/126,Dairy and Egg Products
1138,Egg， duck， whole， fresh， raw,鸡蛋，鸭蛋，整体而言，新鲜的，生,0,70.83,12.81,0.93,1.45,185,13.77,146,222,1.41,3.85,64,17,220,1.7,0,0.25,194,5.4,80,0.2,0.404,0.156,1.34,0.4,674,69,884,3.681,6.525,n/a,1.223,0,http://ndb.nal.usda.gov/ndb/foods/show/127,Dairy and Egg Products
1139,Egg， goose， whole， fresh， raw,鸡蛋，鹅，整体而言，新鲜的，生,0,70.43,13.87,0.94,1.35,185,13.27,138,210,1.33,3.64,60,16,208,1.7,0,0.236,187,5.1,76,0.189,0.382,0.147,1.29,0.4,650,66,852,3.595,5.747,n/a,1.672,0,http://ndb.nal.usda.gov/ndb/foods/show/128,Dairy and Egg Products
1140,Egg， quail， whole， fresh， raw,鸡蛋，鹌鹑，整体而言，新鲜的，生,0,74.35,13.05,0.4,0.41,158,11.09,141,132,1.47,3.65,64,13,226,1.4,0,0.15,156,1.58,66,0.15,0.79,0.13,1.08,0.3,543,55,844,3.557,4.324,n/a,1.324,0,http://ndb.nal.usda.gov/ndb/foods/show/129,Dairy and Egg Products
1141,Egg， turkey， whole， fresh， raw,鸡蛋，火鸡，整体而言，新鲜的，生,0,72.5,13.68,n/a,1.15,171,11.88,151,142,1.58,4.1,99,13,170,n/a,0,0.131,166,1.69,71,0.024,0.47,0.11,n/a,n/a,554,n/a,933,3.632,4.571,n/a,1.658,n/a,http://ndb.nal.usda.gov/ndb/foods/show/130,Dairy and Egg Products
1144,Egg substitute， powder,鸡蛋的替代品，粉,0,3.86,55.5,21.8,21.8,444,13,800,744,1.82,3.16,326,65,478,0,0.8,0.143,369,3.52,125,0.577,1.76,0.226,1.26,0.4,1230,0,572,3.766,5.341,n/a,1.683,0,http://ndb.nal.usda.gov/ndb/foods/show/131,Dairy and Egg Products
1145,Butter， without salt,奶油，无盐,0,17.94,0.85,0.06,0.06,717,81.11,11,24,0.09,0.02,24,2,24,1.5,0,0.003,684,0.17,3,0.042,0.034,0.005,2.32,7,2499,60,215,51.368,21.021,3.278,3.043,0,http://ndb.nal.usda.gov/ndb/foods/show/132,Dairy and Egg Products
1146,Cheese， parmesan， shredded,奶酪，意大利干酪，切丝,0,25,37.86,0.9,3.41,415,27.34,1696,97,3.19,0.87,1253,51,735,0.5,0,0.105,229,1.4,8,0.287,0.352,0.041,0.25,1.9,865,21,72,17.37,8.734,n/a,0.661,0,http://ndb.nal.usda.gov/ndb/foods/show/133,Dairy and Egg Products
1151,Milk， nonfat， fluid， without added vitamin A and vitamin D (fat free or skim),牛奶，脱脂，液体，不添加维生素A和维生素D（无脂肪或脱脂）,0,90.84,3.37,5.09,4.96,34,0.08,42,156,0.42,0.03,122,11,101,0,0,0.037,2,0.5,5,0.094,0.182,0.045,0.01,0,15,0,2,0.051,0.021,n/a,0.003,0,http://ndb.nal.usda.gov/ndb/foods/show/134,Dairy and Egg Products
1152,Milk， reduced fat， fluid， 2% milkfat， with added nonfat milk solids， without added vitamin A,牛奶，减少脂肪，液体，2％乳脂，添加了无脂乳固体，不添加维生素A,0,87.71,3.95,n/a,5.49,56,1.98,59,182,0.41,0.06,143,15,112,n/a,1.1,0.046,17,0.39,5,0.101,0.194,0.045,n/a,n/a,75,n/a,8,1.232,0.065,n/a,0.009,n/a,http://ndb.nal.usda.gov/ndb/foods/show/135,Dairy and Egg Products
1153,Milk， canned， evaporated， with added vitamin A,牛奶，罐头，蒸发，添加了维生素A,0,74.04,6.81,n/a,10.04,134,7.56,106,303,0.77,0.19,261,24,203,n/a,1.9,0.05,n/a,0.16,8,0.194,0.316,0.047,n/a,n/a,397,n/a,29,4.591,2.335,n/a,0.245,n/a,http://ndb.nal.usda.gov/ndb/foods/show/136,Dairy and Egg Products
1154,Milk， dry， nonfat， regular， with added vitamin A and vitamin D,牛奶，干，脱脂，定期，添加了维生素A和维生素D,0,3.16,36.16,51.98,51.98,362,0.77,535,1794,4.08,0.32,1257,110,968,11,6.8,0.361,653,4.03,50,0.951,1.55,0.415,0,0.1,2179,440,20,0.499,0.2,n/a,0.03,0,http://ndb.nal.usda.gov/ndb/foods/show/137,Dairy and Egg Products
1155,Milk， dry， nonfat， instant， without added vitamin A and vitamin D,牛奶，干，脱脂，即时，不添加维生素A和维生素D,0,3.96,35.1,52.19,52.19,358,0.72,549,1705,4.41,0.31,1231,117,985,0,5.6,0.345,4,3.99,50,0.891,1.744,0.413,0.01,0,15,0,18,0.47,0.19,n/a,0.03,0,http://ndb.nal.usda.gov/ndb/foods/show/138,Dairy and Egg Products
1156,Cheese， goat， hard type,奶酪，山羊，硬型,0,29.01,30.52,2.17,2.17,452,35.59,423,48,1.59,1.88,895,54,729,0.7,0,0.08,486,0.12,4,2.4,1.19,0.14,0.31,3,1745,26,105,24.609,8.117,n/a,0.845,0,http://ndb.nal.usda.gov/ndb/foods/show/139,Dairy and Egg Products
1157,Cheese， goat， semisoft type,奶酪，山羊，半软式,0,45.52,21.58,0.12,0.12,364,29.84,415,158,0.66,1.62,298,29,375,0.5,0,0.06,407,0.22,2,1.148,0.676,0.072,0.26,2.5,1464,22,79,20.639,6.808,n/a,0.709,0,http://ndb.nal.usda.gov/ndb/foods/show/140,Dairy and Egg Products
1159,Cheese， goat， soft type,奶酪，山羊，柔和型,0,60.75,18.52,0,0,264,21.08,459,26,0.92,1.9,140,16,256,0.4,0,0.25,288,0.19,12,0.43,0.38,0.07,0.18,1.8,1033,15,46,14.575,4.807,n/a,0.501,0,http://ndb.nal.usda.gov/ndb/foods/show/141,Dairy and Egg Products
1160,Egg， yolk， raw， frozen， salted， pasteurized,鸡蛋，蛋黄，生，冷冻，盐渍，巴氏杀菌,0,50.87,14.07,0.07,1.77,275,22.93,3487,111,2.87,3.4,113,7,414,3.1,0,0.402,313,1.61,112,0.027,0.427,0.14,2.28,0.7,1043,126,912,7.159,9.07,0.116,3.733,0,http://ndb.nal.usda.gov/ndb/foods/show/142,Dairy and Egg Products
1161,Cheese substitute， mozzarella,奶酪的替代品，奶酪,0,47.36,11.47,23.67,23.67,248,12.22,685,455,1.92,0.4,610,41,583,0,0.1,0.051,437,0.81,11,0.317,0.444,0.026,0.11,1,1457,0,0,3.711,6.243,n/a,1.738,0,http://ndb.nal.usda.gov/ndb/foods/show/143,Dairy and Egg Products
